0a3650a9-7f91-4f89-9d99-b3d4e5e9236f,2275,Палата для детей,20,13,False,True
79f20385-7aa1-444c-a388-e7a5880a2d8d,2305,Палата для новорожденных,10,0,True,True
86b9266e-9fcb-408c-8d7a-217fff91dbf4,4896,Рездельная,10,5,True,True
ff5df727-5aac-4522-81d7-7b2e97ffbd5d,1632,Инфекционная,17,0,False,True
ea31aef4-1986-41db-ba1b-31ce9d6aafb6,1269,VIP-палата,13,11,True,True
1d2ac413-d072-4701-89e9-3f3016471505,5953,Палата для детей,17,15,False,False
43b7f272-31ae-49fb-a52c-6d1c257ec4b2,2679,Палата повышенной комфортности,19,1,True,True
b32c8836-17e3-4a16-96b0-f8a0f4ab476d,149,Палата для детей,17,1,False,False
c54fd5b7-8940-466e-a6fb-638dedd40742,5268,Рездельная,10,6,False,True
c31d5e83-82ef-497d-98e3-63e82d0916cd,608,Палаты для инвалидов,9,8,False,False
afdbb007-35d4-4a71-99aa-3d9afdcd93a9,269,Палата для детей,3,2,True,True
5c689e8f-b561-4796-be44-ac0929e0d90a,5433,VIP-палата,11,2,True,True
350bb455-2399-4ced-8dda-a896f6ab024d,4867,Инфекционная,13,11,True,False
8f99f6ab-3f8f-406d-83c7-2e363061a9dd,414,Палата для новорожденных,6,4,True,True
1187b002-1e3c-4613-895c-b9f765542400,1987,Рездельная,17,16,False,True
1b662ed5-5275-4665-8c68-df1d05e09384,1402,Палата для новорожденных,5,5,True,True
03132831-d9a3-4f3a-8750-27f07dce149f,3078,Палата для новорожденных,3,1,True,False
00d948aa-e7ba-40be-808a-2d32bacd46da,2007,Палата для детей,5,3,False,False
4eea8a74-be1d-46c1-ae6d-cf2f5dbcde47,4019,Инфекционная,16,6,False,False
d3ee7cd7-c93a-4d82-872f-63373bd5841a,4095,Интенсивной терапии,12,11,True,False
ad498ab3-5707-45a4-a033-d240e24e558d,798,Интенсивной терапии,9,4,False,False
2e825456-6b0e-4e82-84e0-68065cc30b79,306,Палата для новорожденных,5,1,False,False
0dcc2392-ac65-4593-88c9-2f14608f23db,1416,Палата для новорожденных,10,8,False,True
45920fce-58d7-466d-92c7-36435d8a4722,3038,Палаты для инвалидов,7,1,False,True
22ba65bd-1258-4637-9d66-2678b0209d2e,791,Палата для детей,4,3,False,False
81aa63a3-cdf4-4dfa-8467-f06035536038,5616,Интенсивной терапии,11,3,True,False
94b594c4-055c-4b0f-aaa1-7be6fb671e54,1549,Палаты для инвалидов,6,3,False,False
cebfa087-cee4-4a24-93c7-6d9313f37e92,1541,Палаты для инвалидов,12,2,True,False
2e7f6a0f-6bcf-40b7-9bcb-fc18a9bfd566,5299,VIP-палата,5,5,False,False
a8063975-0a4b-4784-b80d-96edc9156549,2698,Палата для новорожденных,19,9,True,False
040a28a4-d138-4d54-a93e-39ef191dd93a,4572,Инфекционная,4,2,True,True
b7c0446f-1ec6-4beb-9866-f06c40c91ac5,5595,Палата повышенной комфортности,10,9,True,True
5a91df1d-e6e3-4281-8317-9f8bca2299d6,621,Палата повышенной комфортности,3,0,True,False
13a85417-64c4-45c7-a36e-28f446b598c7,4140,Рездельная,13,5,False,True
44d92df0-a313-454a-8cdb-08e1781109e4,1666,Палаты для инвалидов,9,0,True,False
38507588-4456-44ea-af9e-69aa3e4754e9,2738,Палата для новорожденных,18,15,False,True
6e374224-aab0-4321-80d3-8b927de0a430,4740,Палата для детей,8,5,True,True
e05c52e4-5f9e-4699-ac2d-c77d935b1d92,4211,Палата для детей,5,3,True,True
e2ea1617-54a6-4e67-8768-cb144e33a823,685,Палата для новорожденных,9,6,False,False
d2509dd5-b09e-4547-9b7e-b6d5b3af0554,3616,Палаты для инвалидов,14,13,False,True
6a66b4d9-591d-436a-b377-292efdc22d52,1805,Рездельная,10,7,False,False
db7945ef-75de-4efc-8fc9-36f78893f8f5,4852,Палата для новорожденных,11,3,False,False
aa2d39bf-812e-465e-b31c-755da22b612c,4102,VIP-палата,19,12,False,False
17e0f425-3ebe-49c2-b792-6b7eaf518b09,1072,Палата повышенной комфортности,11,7,True,True
37eb63bf-1a04-496e-96f9-11c01139a9c7,4334,Палата повышенной комфортности,3,2,True,True
0e0cc28f-baf5-4eb7-8fe3-b9e3b96457c0,4118,Палата для детей,13,8,True,True
99f281f9-a739-4290-9ea5-b5c38d0e1f95,3490,Палата повышенной комфортности,2,2,False,True
5d1d65f9-4f2c-4b1a-ac21-8a3977fbe685,2040,Рездельная,3,0,True,True
ea8ee4c8-b630-4e56-8c20-fc003a95b340,1203,Палата для новорожденных,6,5,False,True
27337303-bb2c-411f-8ce2-c820a2a98c53,3832,Палата для детей,7,6,False,False
c701dcd8-ae9f-4df6-9f47-62cc681838f3,5317,Палата для новорожденных,3,2,True,False
bc4f055a-e900-4fe6-b814-b9653e22c5ef,2896,Палата для новорожденных,16,12,False,True
f9be2518-23a8-462b-970d-765953f6a3dc,1600,Рездельная,17,6,False,False
99c36309-1649-4805-b498-b6b2b643c2c8,3951,VIP-палата,12,11,True,False
61c4aa92-f770-440c-a80f-4c820501d0fd,2963,Палаты для инвалидов,12,5,False,True
3b6a80db-e073-46f9-ba50-756ecedfdadc,3889,Интенсивной терапии,16,4,False,False
ec129c26-3651-4cb8-99b6-3a5ac51b4f97,2925,Палата для новорожденных,8,3,False,False
63a5f806-eda2-4ea2-a08d-cb6a1105a7ba,1315,Палаты для инвалидов,6,5,True,False
747d545c-a8d2-4945-807d-285eaf8afdf5,5784,Родильная,16,1,False,False
ad9b7fbf-7916-490d-b8c0-b44d6be2909d,2795,Палата для детей,3,2,False,False
47c3dd48-5853-4e04-a7cf-2d613bada4ee,3527,Инфекционная,13,2,True,False
8135785a-d6bd-4155-8bde-8a982db071e7,4616,VIP-палата,6,5,True,False
8510b353-1816-4b18-8491-1b174002ff05,490,Палата для новорожденных,18,18,False,True
ceafa2a2-f8cd-4944-bf30-31ef0cd0d322,4190,Палата для детей,5,2,False,False
9859ba41-e9aa-4f17-bf71-5f91528508fc,2997,Палата повышенной комфортности,3,1,True,True
597939c0-1990-4213-a853-c8857113ca4d,5105,Палаты для инвалидов,20,16,False,True
a8e254e5-6df9-42c4-98d9-48093d311d75,2271,Рездельная,11,3,True,False
a67a3023-a9a2-4907-9876-6c1255956ec6,5373,Интенсивной терапии,7,7,False,False
efc26bce-eb95-4510-8e21-084a74702ab5,4359,Родильная,18,7,True,True
09fd7708-679b-42ae-bd6d-4d0bf2ecedc5,3916,Интенсивной терапии,15,6,True,True
7cfc85a4-e1f9-4aab-a760-b0f5292f876b,5017,Палаты для инвалидов,9,2,False,True
4b28f184-2445-49f2-8754-152834c930d5,1200,Инфекционная,15,12,True,False
adfddcc1-3d11-42f0-bc58-bd86366de858,3700,Палаты для инвалидов,14,13,False,False
a761aa28-5aed-40cb-9e15-115268c780e9,5524,Палата для детей,19,9,True,True
8e02a101-efbf-4630-94f1-c56f33be0b70,3750,Родильная,14,4,True,True
a0c3a9f6-1cd1-407c-9eb7-f71d45ab55b1,935,Палата для новорожденных,2,1,False,True
c62a6de2-16b6-4522-8285-a10bec9ed788,319,Палата для новорожденных,2,2,False,False
d3d26193-a620-4019-897a-d4d70442d1f2,1316,Палата для детей,10,8,True,False
1368449d-3a94-4a3b-b9ce-c87d2ab7283f,4487,Палаты для инвалидов,17,13,True,False
175b9616-af87-4d5d-92ac-eab641bfceb6,4192,Инфекционная,3,3,True,False
1b216867-4223-4458-bcdc-466f7eb12749,143,Родильная,18,13,True,True
7405a7a2-f6ee-4e52-826d-e3b086af9c24,5212,Палата повышенной комфортности,6,5,False,True
16398a08-f54b-48eb-bc48-7ca80afd53bf,4466,Рездельная,3,3,True,True
9d6d5873-4fb2-4a71-a9c6-25cfac8d7b72,4363,Рездельная,11,8,True,True
745a8e66-3e40-46a7-a8fe-0d8b393008b5,2350,Родильная,16,9,False,True
2e1c4955-2133-482c-982e-1ebece91683e,4062,Родильная,3,1,False,True
d5205042-0ed3-4879-bc37-93c62d17d31d,4565,Палата для детей,16,14,True,True
53d30507-bfd6-4cb8-9d5e-1b010e6549e0,4540,Родильная,6,4,True,True
3fe8382c-0f44-4e38-ae77-de0bd7881312,1057,Палата для детей,19,16,False,True
3f3ddecb-a6ed-4026-a9a6-a6d6cd6b4f77,2024,Палата для детей,5,2,True,False
8a33544e-daa4-48eb-bcaf-a715ee8e35a2,575,Интенсивной терапии,20,3,False,True
3423accc-8fe3-4766-894d-a25b816fc382,4159,Интенсивной терапии,6,4,True,False
5fbf17cd-c269-423c-ab90-1056bd0bde57,2480,Рездельная,6,0,False,True
6de76cf4-4ced-456f-93bf-56f06b212692,923,Палата повышенной комфортности,1,1,True,True
cba88527-8dd8-4e20-8dd8-432f11fc5899,4819,Родильная,13,2,False,True
54bda3e8-9f1f-496b-bae2-482d6e87d3cf,512,Инфекционная,9,0,False,False
60cacd51-de8b-48e9-a9df-744e894d42fb,1303,Палата для детей,19,13,False,False
54c4ccef-3e83-416d-acc3-e57f0ef330c7,2697,Интенсивной терапии,1,0,True,True
f87572d3-2480-4308-aa06-ee355b80125e,189,Родильная,14,2,True,False
d1aa5e00-d4ea-4a86-8c53-6106a6377527,5934,VIP-палата,12,4,True,True
ee04a0ed-71bf-4e31-be88-4d312436e25c,1083,Рездельная,4,4,True,True
4b4b50f3-6f62-453b-90fa-3bcafa6ef8b6,5755,Палата для новорожденных,3,3,True,True
4dfbb699-4cec-4e76-84d3-100cc511ab2a,2547,Рездельная,1,1,True,False
270e9b4f-51e0-4191-8de1-cc13aaa6dca6,5004,Палата повышенной комфортности,9,4,True,False
7614d8e9-d7e9-4fdb-ae64-5fc908791131,3930,Родильная,1,0,True,True
4ecdba41-2466-47b9-8a74-b4983a67e957,3892,VIP-палата,3,2,True,False
70e0183d-6ed2-468a-9879-015d416736bb,3888,Палаты для инвалидов,7,2,False,False
f3a8c2e2-7b44-4abe-b5ae-e7e67dac39c9,2688,Палата повышенной комфортности,10,2,False,True
af016ce4-6da6-4128-b23f-1b4930dccec9,1450,Палаты для инвалидов,16,7,True,False
a1f972a1-7bb6-4ba2-b60a-bbbad0745ff1,1538,Палата для детей,13,7,False,True
f517c324-8737-425c-99fd-6482766d851d,4901,Инфекционная,20,14,False,False
4af0be39-8535-4923-bb64-2a2fcace4aa2,2706,Интенсивной терапии,14,0,True,False
cc06ee95-2e23-4030-b2a0-56d10302efb9,103,Палата для новорожденных,7,3,True,True
6048d241-cfe6-4de3-82c1-56be3fb4b5d1,4879,Палаты для инвалидов,15,2,False,False
cb857535-e709-41ca-b9e2-d54c552445b9,5290,Палата для детей,13,1,True,False
b0ac39de-9d3e-4a4a-9ca2-9e328254cc69,4292,Палата повышенной комфортности,15,15,False,True
9537d973-56aa-4262-9291-0191e4a5b5ab,5210,Палата для детей,15,14,True,False
5b30e63a-a87c-40a8-abf4-22d56970e095,5608,Палата для новорожденных,15,11,False,True
b22d7f13-454e-436e-a7b1-83628dc5f8a6,1025,Инфекционная,16,11,True,True
ec2bca97-ae0d-44d8-bd22-663494a48133,5674,Рездельная,16,3,True,False
69d68966-f052-4cb9-b443-dc569e4d64bb,1032,VIP-палата,16,12,True,True
eaa5908c-d205-4498-b6cc-5a3f0a0c4237,4897,Интенсивной терапии,14,10,True,True
51702074-e164-4157-b47a-b323b269986a,3234,Интенсивной терапии,20,8,False,False
7efd5bbe-75e4-4eb5-a2b3-1e46cbd9cfe4,618,Родильная,4,0,False,False
16aff838-1b33-4d0a-b25e-18182ef65e05,3044,Родильная,18,14,False,False
879f557d-f58c-4e9b-bae3-02682aaef4b7,3843,Палата для новорожденных,5,3,False,False
c603a32e-9f94-4776-9bdf-b111011f80d3,2431,Палата для детей,12,4,False,False
70225e99-b559-4c79-a280-edf81a1a7b83,785,Родильная,4,3,False,True
22f74ada-34cb-4cea-b8ff-2b67d34b422a,4290,Палата для новорожденных,2,0,False,False
d10aad92-e4de-4391-97cd-25d327378547,4996,Палаты для инвалидов,12,4,True,False
89e7c8ce-9075-408a-982a-f7c7ec589306,4373,VIP-палата,10,0,True,False
0588046b-85a1-4c77-9785-5a36664d4ca0,2283,Палата для новорожденных,12,6,True,False
dc54db74-0213-4cac-b572-dfa32a6ef3f7,829,Палата повышенной комфортности,19,0,False,False
78cf7bc8-1c41-465e-91ac-242ac06ead76,4853,Палата для детей,20,0,False,True
5c8cde92-0f06-42db-8222-f846be246662,5883,Палата для детей,6,0,False,True
2b0c724f-463f-4fca-8b9b-f72fba4aa8ff,4624,Рездельная,12,8,True,True
