1,3376,Рездельная,10,False,True
2,1771,Палата для детей,7,True,False
3,4870,Родильная,4,True,False
4,4785,Палаты для инвалидов,2,True,True
5,3844,Палаты для инвалидов,10,False,False
6,2884,Палаты для инвалидов,4,False,False
7,4271,Рездельная,6,True,True
8,4040,VIP-палата,5,False,False
9,4346,Палата для детей,8,False,False
10,3080,Инфекционная,6,False,False
11,790,Палата для новорожденных,2,True,True
12,3758,Инфекционная,6,True,False
13,2915,VIP-палата,10,True,False
14,1612,Палата повышенной комфортности,3,False,False
15,4397,Палата для новорожденных,6,True,True
16,1536,VIP-палата,10,False,False
17,2684,Интенсивной терапии,5,False,False
18,1687,Палаты для инвалидов,1,False,False
19,186,Родильная,3,False,True
20,263,Палата для новорожденных,6,False,False
21,3256,Палата для детей,2,True,False
22,3211,Палата для новорожденных,4,True,True
23,4593,Инфекционная,6,True,True
24,2640,Палаты для инвалидов,4,False,True
25,3625,Интенсивной терапии,2,True,True
26,3971,Инфекционная,1,False,False
27,718,Рездельная,8,False,False
28,2342,Палата для новорожденных,10,False,True
29,2270,VIP-палата,8,True,False
30,2677,Инфекционная,8,True,True
31,2093,Палата повышенной комфортности,10,False,False
32,222,Родильная,5,True,False
33,4537,VIP-палата,1,True,False
34,4759,Интенсивной терапии,4,True,False
35,4720,Палата для детей,5,False,True
36,343,VIP-палата,1,False,True
37,2768,Палата повышенной комфортности,8,True,False
38,1035,VIP-палата,3,True,True
39,2174,VIP-палата,3,True,False
40,238,Интенсивной терапии,2,True,False
41,1440,Палата повышенной комфортности,10,False,False
42,2850,Палаты для инвалидов,10,False,False
43,2439,Интенсивной терапии,5,False,True
44,1602,VIP-палата,7,False,True
45,155,Палата для новорожденных,3,True,True
46,2245,Инфекционная,9,False,False
47,4700,Палата для новорожденных,10,False,True
48,4664,VIP-палата,9,False,False
49,4468,Родильная,5,False,True
50,2033,Палата для детей,1,True,False
51,1573,VIP-палата,8,True,False
52,4380,Палата повышенной комфортности,8,True,False
53,1514,Палаты для инвалидов,4,False,True
54,3501,Родильная,7,False,True
55,2430,Интенсивной терапии,3,False,False
56,3877,Палаты для инвалидов,9,True,False
57,1149,Инфекционная,2,False,False
58,2873,Палата повышенной комфортности,5,False,False
59,3174,Палата для новорожденных,1,True,True
60,3336,Палата для новорожденных,6,True,True
61,939,Палата для детей,2,False,True
62,1591,Интенсивной терапии,1,False,False
63,3369,Родильная,5,True,False
64,4344,Рездельная,8,True,True
65,1293,VIP-палата,4,False,False
66,993,Интенсивной терапии,3,True,True
67,2706,Инфекционная,2,False,True
68,4165,Рездельная,3,True,False
69,2816,Рездельная,1,False,True
70,4764,Инфекционная,2,True,True
71,213,VIP-палата,9,True,False
72,3718,Палата повышенной комфортности,6,False,False
73,2373,Палаты для инвалидов,4,False,True
74,523,Инфекционная,9,True,False
75,2320,Рездельная,10,True,False
76,2393,Палата для новорожденных,10,True,False
77,2562,Палата для новорожденных,10,True,False
78,1733,Интенсивной терапии,5,True,True
79,1709,Палата повышенной комфортности,3,False,True
80,3792,Палата повышенной комфортности,6,False,True
81,204,Палата повышенной комфортности,7,False,False
